Query	UserId	Lenth	templateId	templateText	etalon	lem_etalon	score	LemQuery	LenQuery	LenEtalon
добрый день, выплата по ГПХ договору какими налогами облагается?	136876	9	505045	Любой договор, который заключили по правилам ГК, признается гражданско-правовым. Ссылка по вашему вопросу https://vip.1gl.ru/#/document/16/130708/actual/	какими взносами облагается гпх	какой взнос облагаться гпх	0.99947726726532	выплата гпх договор какой налог облагаться	6	4
Добрый день. Подскажите как законно снизить налоги и взносы?	5711773	9	466510	В спецпроекте – способы налоговой экономии, которые чаще всего используют на практике компании и ИП, чтобы сэкономить на страховых взносах и НДФЛ, НДС, налоге на прибыль и налоге на имущество, а также по налогу на УСН. Далее читайте https://vip.1gl.ru/#/document/16/124211/actual/	как законно снизить налоги и взносы	законно снижать налог и взнос	0.999609649181366	законно снижать налог и взнос	5	5
образец уведомления по обособленному подразделению в части уплаты ндфл	9282826	9	557413	Чтобы платить региональную часть налога на прибыль через одно ответственное обособленное подразделение, подайте письменные уведомления в налоговые инспекции всех подразделений, которые имеют отношение к новому порядку уплаты (п. 2 ст. 288 НК). Ссылка по вашему вопросу https://vip.1gl.ru/#/document/86/636083/actual/	уплата налога на прибыль по обособленным подразделениям уведомление	уплата налог прибыль обособленный подразделение уведомление	0.998552560806274	образец уведомление обособленный подразделение часть уплата ндфл	7	6
"Здравствуйте. Автомобиль в лизинге , у нас право пользование арендой 
кто оплачивает транспортный налог?"	8677676	15	496163	Аренду автомобиля оплачивайте по КВР 244. Вот ссылка по вашему вопросу https://1elpu.ru/#/document/16/128972/actual/	аренда автомобиля лизинг	аренда автомобиль лизинг	0.0423792190849781	автомобиль лизинг мы право пользование аренда	6	3
ДД, как можно отправить работника в отпуск без содержания? какие правила и тонкости ?	9327184	14	419020	Чтобы оформить сотруднику отпуск без сохранения заработной платы, ему необходимо написать заявление на такой отпуск. Подробнее в материале https://www.1kadry.ru/#/document/86/390998/actual/	как отправить работника в отпуск без содержания	работник отпуск без содержание	0.995394885540009	можно работник отпуск без содержание какой правило и тонкость	9	4
приобрели мониторы во 2 квартале для собственных нужд, надо ли отчитываться по прослеживаемым товарам?	9613390	14	562115	Электронный отчет об операциях с прослеживаемыми товарами подавайте, если проводили операции с такими товарами и не являетесь плательщиком НДС. Вот ссылка по вашему вопросу https://www.gosfinansy.ru/#/document/86/649486/actual/	прослеживаемый товар приобретен для собственных нужд отчет	прослеживать товар приобретать собственный нужда отчет	0.998377203941345	приобретать монитор во 2 квартал собственный нужда отчитываться прослеживать товар	10	6
Добрый день. При каких условиях можно заменить дополнительный отпуск (северный) на компенсацию без увольнения?	3424948	14	449309	Компенсацию за неиспользованный отпуск рассчитайте за каждый год, в котором сотрудник не использовал или не полностью использовал отпуск. Подробнее смотрите https://www.1kadry.ru/#/document/86/154264/actual/	в каких случаях отпуск можно заменить компенсацией	какой случай отпуск можно заменять компенсация	0.994570076465607	какой условие можно заменять дополнительный отпуск северный компенсация без увольнение	10	6
скажите пожалуйста на валютный контроль нужно ставить сделки в иностранной валюте между резидентами РФ?	476100	14	32504	Валютный контроль нужен, если компания работает с иностранными контрагентами: получает от них деньги или платит сама.Валютному контролю подлежат следующие операции:1. Подробнее смотрите https://www.1jur.ru/#/document/86/247071/actual/	валютный контроль резиденты	валютный контроль резидент	0.999359965324402	валютный контроль ставить сделка иностранный валюта резидент рф	8	3
Добрый вечер. При регистрации ип в какой момент нужно подавать заявление на выбор УСН?	3189268	14	441952	Образец уведомления понадобится, если ИП выбирает УСН при регистрации. Ссылка по вашему вопросу https://www.1jur.ru/#/document/118/103221/actual/	заявление на усн при регистрации ип	заявление усна регистрация ипать	0.99903666973114	регистрация ипать какой момент подавать заявление выбор усна	8	4
Здравствуйте. Если компания получила IT аккредитацию, то с какого периода действуют льготы по налогообложению?	4634836	14	524946	Льготу по налогу на прибыль и право на пониженные страховые тарифы получают только аккредитованные ИТ-организации, в том числе учреждения. Далее читайте https://www.gosfinansy.ru/#/document/86/587575/actual/	как получить аккредитацию как it-компания	получать аккредитация it компания	0.999227225780487	компания получать it аккредитация с какой период действовать льгота налогообложение	10	4
Здравствуйте. Подскажите, пожалуйста, как оформляется по бухгалтерскому учету лизинг у лизингополучателя в 2023 г	6208244	14	546687	Первоначальную стоимость объекта лизинга формируйте на счете 106.01. Подробнее в материале https://www.gosfinansy.ru/#/document/86/621629/actual/	бухгалтерский учет лизинга у лизингополучателя	бухгалтерский учет лизинг лизингополучатель	0.992392182350159	оформляться бухгалтерский учет лизинг лизингополучатель 2023 г	7	4
Какие коммерческие организации должны пройти обязательный аудит по итогам 23 года , какие критерии	3667766	14	3395	В 2023 году к критериям по обязательному аудиту, которые действовали вплоть до конца 2022 года, добавились случаи, когда необходимо проводить обязательный аудит. Смотрите подробнее https://www.1fd.ru/#/document/86/231731/actual/	критерии обязательного аудита для организации	критерий обязательный аудит организация	0.999222278594971	какой коммерческий организация должный проходить обязательный аудит итог 23 год какой критерий	12	4
Добрый день. Уточните условия прощения долга ООО физическому лицу (сотруднику и не сотруднику)	100202	13	490879	Прощение долга, как и любую сделку юридического лица, необходимо совершить в простой письменной форме (подп. 1 п. 1 ст. 161 ГК). Ссылка по вашему вопросу https://www.1fd.ru/#/document/118/79448/actual/	прощение долга сотруднику	прощение долг сотрудник	0.998967111110687	уточнять условие прощение долг ооо физический лицо сотрудник и не сотрудник	11	3
Добрый день, какой код ставится в статусе плательщика при оплате взносов на травматизм	3498999	13	537736	При уплате налогов, сборов и взносов в ИФНС в платежном документе ставьте статус налогоплательщика «01». Ссылка по вашему вопросу https://www.gosfinansy.ru/#/document/16/137345/actual/	статус плательщика при оплате травматизма	статус плательщик оплата травматизм	0.995508551597595	какой код ставиться статус плательщик оплата взнос травматизм	8	4
Добрый день! Подскажите, пожалуйста, как перенести остатки при реорганизации фирмы в виде присоединения?	18104437	13	460741	Передаточный акт нужен при реорганизации учреждения. Читайте подробнее https://www.gosfinansy.ru/#/document/118/27490/actual/	перенос остатков при реорганизации в форме присоединения	перенос остаток реорганизация форма присоединение	0.9992995262146	перенести остаток реорганизация фирма вид присоединение	6	5
Добрый день. Подскажите порядок удержания штрафов ГБДД с сотрудников, нарушений на служебной машине.	18969385	13	504724	Административные штрафы, в том числе по решению суда, пени, исполнительный сбор уплачивайте по КВР 853. Подробнее см. https://www.gosfinansy.ru/#/document/86/551608/actual/	штраф гбдд КОСГУ	штраф гбдд косг	0.996250748634338	порядок удержание штраф гбдд с сотрудник нарушение служебный машина	9	3
Добрый день! как можно получить закрывающие документы? в конце срока подписки или ежемесячно?	20338422	13	408948	Чтобы перейти в личный кабинет, нажмите кнопку со своим именем в правом верхнем углу и выберите нужный пункт в меню: «Продукты», «Закрывающие документы», «Активация кода доступа», «Полезное», «Профиль», «Выйти из сервисов Актиона». Далее читайте https://www.1fd.ru/#/document/86/242051/actual/	закрывающие документы подписка	закрывать документ подписка	0.998944759368897	можно получать закрывать документ конец срок подписка или ежемесячно	9	3
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	3523201	12	559897	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее смотрите https://www.gosfinansy.ru/#/document/16/140961/actual/	как составить и сдать уведомление по енп с 1 октября 2023 года	составлять и сдавать уведомление енп с 1 октябрь 2023 год	0.998471617698669	составлять и сдавать уведомление енп с 1 октябрь 2023 год	10	10
"День добрый.
Подскажите, как можно восстановить трудовую книжку сотрудника, если она была утерена?"	3639026	12	494725	День сдачи крови оплатите исходя из среднего заработка независимо от того, работал сотрудник в день сдачи крови или был освобожден от работы. Читайте подробнее https://www.gosfinansy.ru/#/document/86/530854/actual/	как оплачивать день донорский день	оплачивать день донорский день	0.0066327825188636	день	1	4
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	18794627	12	559897	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее смотрите https://www.gosfinansy.ru/#/document/16/140961/actual/	как составить и сдать уведомление по енп с 1 октября 2023 года	составлять и сдавать уведомление енп с 1 октябрь 2023 год	0.998471617698669	составлять и сдавать уведомление енп с 1 октябрь 2023 год	10	10
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	391541	12	559897	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее смотрите https://www.gosfinansy.ru/#/document/16/140961/actual/	как составить и сдать уведомление по енп с 1 октября 2023 года	составлять и сдавать уведомление енп с 1 октябрь 2023 год	0.998471617698669	составлять и сдавать уведомление енп с 1 октябрь 2023 год	10	10
Беспроцентный займ от физлица не учредителя. Будет ли у ООО внереализационный доход?	4657767	12	397894	В договоре беспроцентного займа между ООО и учредителем необходимо прямо указать, что заем безвозмездный. Вот ссылка по вашему вопросу https://www.1jur.ru/#/document/118/95602/actual/	договор беспроцентного займа от ооо учредителю	договор беспроцентный заем ооо учредитель	0.998449683189392	беспроцентный заем физлицо не учредитель ооо внереализационный доход	8	5
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	8093426	12	559897	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее смотрите https://www.gosfinansy.ru/#/document/16/140961/actual/	как составить и сдать уведомление по енп с 1 октября 2023 года	составлять и сдавать уведомление енп с 1 октябрь 2023 год	0.998471617698669	составлять и сдавать уведомление енп с 1 октябрь 2023 год	10	10
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	112239	12	559897	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее смотрите https://www.gosfinansy.ru/#/document/16/140961/actual/	как составить и сдать уведомление по енп с 1 октября 2023 года	составлять и сдавать уведомление енп с 1 октябрь 2023 год	0.998471617698669	составлять и сдавать уведомление енп с 1 октябрь 2023 год	10	10
Добрый день. Подскажите пруд в сельском хозяйстве к какой амортизационной группе относится?	4241010	12	547541	Ноутбук – код ОКОФ 330.28.23.23 «Машины офисные прочие». Подробнее в материале https://www.gosfinansy.ru/#/document/16/129601/actual/	к какой амортизационной группе относится ноутбук	какой амортизационный группа относиться ноутбук	0.997187614440918	пруд сельский хозяйство какой амортизационный группа относиться	7	5
Добрый день! Пришлите пожалуйста образец приказа о назначении ответственного за пожарную безопасность	13219981	12	30467	Поручите обеспечить пожарную безопасность специалисту по пожарной безопасности или назначьте ответственного из числа работников, которые по занимаемой должности или по характеру выполняемых работ являются ответственными за обеспечение пожарной безопасности. Далее читайте https://1obraz.ru/#/document/16/42310/actual/	образец приказа о назначении ответственного по пожарной безопасности	образец приказ назначение ответственный пожарный безопасность	0.998589873313904	образец приказ назначение ответственный пожарный безопасность	6	6
Добрый день. Какой срок перечисления НДФЛ по договору аренды в 2023 году?	20500852	12	468154	С 2023 года доход в виде зарплаты признавайте на дату выплаты денег. Вот ссылка по вашему вопросу https://www.gosfinansy.ru/#/document/16/125053/actual/	какие сроки перечисления НДФЛ в 2023 году	какой срок перечисление ндфл 2023 год	0.1021673604846	какой срок перечисление ндфл договор аренда 2023 год	8	6
Здравствуйте! На что можно тратить денежные средства со специального счета по гособоронзаказу?	2284289	12	423827	Медорганизации расходуют средства ОМС в соответствии со структурой тарифа на оплату медпомощи. Далее читайте https://glv.action360.ru/#/document/16/36774/actual/	как тратить денежные средства по омс	тратить денежный средство омс	0.16062293946743	можно тратить денежный средство со специальный счет гособоронзаказ	8	4
добрый день! Квартира в жилом монолитном доме. к какой группе амортизационной относится	7016075	12	547541	Ноутбук – код ОКОФ 330.28.23.23 «Машины офисные прочие». Подробнее в материале https://www.gosfinansy.ru/#/document/16/129601/actual/	к какой амортизационной группе относится ноутбук	какой амортизационный группа относиться ноутбук	0.996546447277069	квартира жилой монолитный дом какой группа амортизационный относиться	8	5
как составить и сдать уведомление по енп с 01 октября 2023	351493	11	559897	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее смотрите https://www.gosfinansy.ru/#/document/16/140961/actual/	как составить и сдать уведомление по енп с 1 октября 2023 года	составлять и сдавать уведомление енп с 1 октябрь 2023 год	0.999733328819275	составлять и сдавать уведомление енп с 01 октябрь 2023	9	10
Добрый день! Подскажите на какой счет отнести затраты по банковской гарантии	15775781	11	494405	Независимую, в том числе банковскую, гарантию, которая поступила как обеспечение заявки или исполнения контракта, учитывайте на забалансовом счете 10 «Обеспечение исполнения обязательств». Далее см. https://www.gosfinansy.ru/#/document/86/529949/actual/	на какой счет отнести банковскую гарантию	какой счет относить банковский гарантия	0.99811327457428	какой счет относить затрата банковский гарантия	6	5
как составить и сдать уведомление по енп с 1 октября 2023	18735744	11	559897	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее смотрите https://www.gosfinansy.ru/#/document/16/140961/actual/	как составить и сдать уведомление по енп с 1 октября 2023	составлять и сдавать уведомление енп с 1 октябрь 2023	1.00000023841858	составлять и сдавать уведомление енп с 1 октябрь 2023	9	9
надо ли уведомлять военкомат о новом сотрудники, какие санкции если да	19093440	11	559133	Если приняли или уволили работника, который подлежит воинскому учету, сообщите эти сведения в военкомат в течение пяти дней со дня, как приняли или уволили работника. Вот ссылка по вашему вопросу https://www.1kadry.ru/#/document/86/644477/actual/	в какой срок уведомить военкомат об увольнении сотрудник	какой срок уведомлять военкомат увольнение сотрудник	0.998538494110107	уведомлять военкомат новый сотрудник какой санкция да	7	6
могут ли субъекты среднего предпринимательства применять пониженные тарифы по страховым взносам	1619525	11	512173	Право на пониженные тарифы страховых взносов зависит от статуса работодателя и вида деятельности. Вот ссылка по вашему вопросу https://1gd.ru/#/document/86/567106/actual/	кто применяет пониженные тарифы страховых взносов	кто применять пониженный тариф страховой взнос	0.985461294651032	субъект средний предпринимательство применять пониженный тариф страховой взнос	8	6
.добрый день. Просьба прислать образец бланка путевого листа, действующего с 01.09.2023г.	17422717	11	550977	Форму бумажного путевого листа разработайте самостоятельно и утвердите в учетной политике. Смотрите подробнее https://www.gosfinansy.ru/#/document/86/629379/actual/	образец заполнения путевого листа с изменениями с 01.09.2023г.	образец заполнение путевый лист с изменение с 01 09 2023г	0.999130249023438	образец бланк путевый лист действующий с 01 09 2023г	9	10
Добрый день. Как произвести расчет компенсации за несвоевременную выплату заработной платы?	5962500	11	535304	Денежную компенсацию за задержку зарплаты, которую платите добровольно или по судебному решению, отразите по КВР 853 и КОСГУ 296. Вот ссылка по вашему вопросу https://www.gosfinansy.ru/#/document/86/602451/actual/	компенсация за несвоевременную выплату заработной платы косгу	компенсация несвоевременный выплата заработный плата косг	0.0092098247259855	производить расчет компенсация несвоевременный выплата заработный плата	7	6
До какой даты действует статус налогоплательщика 02 в платежных поручениях?	756526	10	537736	При уплате налогов, сборов и взносов в ИФНС в платежном документе ставьте статус налогоплательщика «01». Ссылка по вашему вопросу https://www.gosfinansy.ru/#/document/16/137345/actual/	статус налогоплательщика в платежном поручении	статус налогоплательщик платежный поручение	0.983091115951538	какой дата действовать статус налогоплательщик 02 платежный поручение	8	4
Как правильно оприходовать пожертвование в виде основного средства? Бухгалтерские проводки	19379206	10	492462	Пожертвования в натуральной форме учтите по дебету счета 100.00, в зависимости от вида актива: основные средства – 101.ХХ, матзапасы – 105.ХХ, НМА – 102.ХХ и т.д. По кредиту будет счет  корреспонденции со счетом 401.10. Далее см. https://www.gosfinansy.ru/#/document/86/526296/actual/	оприходовать основные средства пожертвование	оприходовать основной средство пожертвование	0.998424112796783	оприходовать пожертвование вид основной средство бухгалтерский проводка	7	4
подскажите пожалуйста а/м штрафы ГИБДД не учитываются для уменьшения налогообложения?	600232	10	504725	Штрафы в ГИБДД оплачивайте по КВР 853, в учете проводите по КОСГУ 295. Вот ссылка по вашему вопросу https://www.gosfinansy.ru/#/document/12/456383/actual/	штраф гибдд	штраф гибдд	0.998637437820435	а м штраф гибдд не учитываться уменьшение налогообложение	8	2
как составить и сдать уведомление по енп с 1 октября	9317806	10	559897	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее смотрите https://www.gosfinansy.ru/#/document/16/140961/actual/	как составить и сдать уведомление по енп с 1 октября 2023	составлять и сдавать уведомление енп с 1 октябрь 2023	0.999898076057434	составлять и сдавать уведомление енп с 1 октябрь	8	9
Добрый день! Как выплатить дивиденды за 2022 год в текущем?	2248842	10	451500	С 1 апреля до 1 октября 2022 года из-за моратория на банкротство нельзя платить дивиденды, доходы по долям, а также распределять прибыль между учредителями должника. Читайте подробнее https://www.1jur.ru/#/document/86/469040/actual/	можно ли выплатить дивиденды в мае 2022 года	выплачивать дивиденд май 2022 год	0.999337911605835	выплачивать дивиденд 2022 год текущий	5	5
как составить и сдать уведомление по енп с 01 октября	188266	10	559897	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее смотрите https://www.gosfinansy.ru/#/document/16/140961/actual/	как составить и сдать уведомление по енп с 1 октября 2023	составлять и сдавать уведомление енп с 1 октябрь 2023	0.998937487602234	составлять и сдавать уведомление енп с 01 октябрь	8	9
как составить и сдать уведомление по ЕНП с 1 октября	3857040	10	559897	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее смотрите https://www.gosfinansy.ru/#/document/16/140961/actual/	как составлять уведомление по енп с 1 октября	составлять уведомление енп с 1 октябрь	0.998870849609375	составлять и сдавать уведомление енп с 1 октябрь	8	6
Добрый день! надо заполнить форму - требуется Единый казначейский счет	623278	10	518594	Спецсчет Казначейства (УФК) для коммерческой организации — это расчетный счет для оплаты государственных и муниципальных закупок. Ссылка по вашему вопросу https://1prosale.ru/#/document/86/577164/actual/	казначейский счет	казначейский счет	0.684622883796692	надо заполнять форма требоваться единый казначейский счет	7	2
как составить и сдать уведомление по енп с 1 октября	4598816	10	559897	Уведомление об исчисленных налогах и взносах сдают ежемесячно не позднее 25-го числа месяца в ИФНС. Подробнее смотрите https://www.gosfinansy.ru/#/document/16/140961/actual/	как составить и сдать уведомление по енп с 1 октября 2023	составлять и сдавать уведомление енп с 1 октябрь 2023	0.999898076057434	составлять и сдавать уведомление енп с 1 октябрь	8	9
здравствуйте, вышлите пожалуйста образец заполнения платежного поручения оплаты услуг самозанятому	14750921	10	537382	С 15.05.2023 в поле «Получатель» нужно указывать – «Казначейство России (ФНС России)» (сообщение ФНС). Смотрите подробнее https://www.gosfinansy.ru/#/document/118/125137/actual/	образец заполнения платежного поручения для оплаты енп	образец заполнение платежный поручение оплата енп	0.0050619710236787	высылать образец заполнение платежный поручение оплата услуга самозанимать	8	6
Добрый день. Вопрос: нужен ли путевой лист на электропогрузчик ?	4084612	10	555615	Путевой лист нужен, чтобы подтвердить маршрут следования и техническую исправность ТС, а также меддопуск водителя. Далее см. https://www.1jur.ru/#/document/86/637876/actual/	всегда ли нужен ли путевой лист	всегда ли ли путевой лист	0.99883645772934	ли путевой лист электропогрузчик	4	5
Добрый день! Как в 1С настроить вкладку ведение налогового учета	20168879	10	549654	В 1С вы можете настроить три новые функции по расчетам с контрагентами:контроль сроков обязательств;проверку статуса контрагента;типовые операции для приемки.Эти настройки помогут вести учет по обновленной Инструкции № 157н – вести расширенную аналитику в расчетах с контрагентами и автоматически проверять их задолженность по требованию Минфина, отражать приемку через резерв, когда документы не подписаны. Подробнее в материале https://www.gosfinansy.ru/#/document/86/631031/actual/	какие функции из 1с настроить в учете	какой функция 1с настраивать учет	0.996675372123718	1с настраивать вкладка ведение налоговый учет	6	5
Добрый день. Какие документы необходимы для получения патента гражданину Таджикистана?	13463437	10	558785	Сотрудник должен принести обязательные документы: паспорт или другой документ, который удостоверяет личность, СНИЛС, документы воинского учета, документы об образовании, трудовую книжку. Ссылка по вашему вопросу https://www.1kadry.ru/#/document/16/140778/actual/	перечень документов для приема гражданина таджикистана	перечень документ прием гражданин таджикистан	0.0168356820940971	какой документ получение патент гражданин таджикистан	6	5
добрый день. образец приказа по отпуску по беременности и родам	471463	10	448740	Оформите приказ на отпуск по беременности и родам если сотрудница хочет получить декретный отпуск и соответствующее пособие. Далее см. https://www.gosfinansy.ru/#/document/118/19821/actual/	образец приказа на отпуск по беременности и родам	образец приказ отпуск беременность и род	0.999915480613709	образец приказ отпуск беременность и род	6	6
Здравствуйте! Подскажите платежки со статусом 02 отменили с какого времени?	3465255	10	556280	Сможете платить ЕНП только по платежным документам со статусом налогоплательщика «01» и подавать уведомление об исчисленных налогах. Подробнее см. https://www.gosfinansy.ru/#/document/16/139630/actual/	отменили платежки со статусом 02	отменять платежок со статус 02	0.999868988990784	платежок со статус 02 отменять с какой время	8	5
Как заполнить путевой лист с 1 сентября 2023 года	20369075	9	550972	Бланк путевого листа с обязательными реквизитами разработайте самостоятельно. Смотрите подробнее https://www.gosfinansy.ru/#/document/16/139740/actual/	Как заполнить путевой лист с 1 сентября 2023 года	заполнять путевой лист с 1 сентябрь 2023 год	1.00000011920929	заполнять путевой лист с 1 сентябрь 2023 год	8	8
пособие при постановке на учет в ранние сроки беременности	2451274	9	516451	Пособие по беременности и родам, пособие при рождении ребенка и по уходу за ребенком до 1,5 лет выплачивает напрямую Социальный фонд, поэтому расходов в учреждении с применением КОСГУ не будет. Подробнее в материале https://www.gosfinansy.ru/#/document/16/132699/actual/	пособие за ранние сроки беременности квр	пособие ранний срок беременность квр	0.996052980422974	пособие постановка учет ранний срок беременность	6	5
прием на работу сотрудника, который ранее утерял трудовую книжку	2777097	9	498602	Если сотрудник потерял трудовую книжку, то должен подать заявление о выдаче дубликата трудовой книжки по последнему месту работы. Подробнее смотрите https://www.1kadry.ru/#/document/16/129344/actual/	прием сотрудника, если трудовая книжка утеряна	прием сотрудник трудовой книжка утерять	0.999677181243897	прием работа сотрудник который ранее утерять трудовой книжка	8	5
можно ли учесть в расходах гсм без путевых листов	229703	9	516566	В путевом листе норму списания и фактический расход ГСМ, а также его остаток отражайте в поле «Движение горючего». Ссылка по вашему вопросу https://www.gosfinansy.ru/#/document/86/573424/actual/	норма расхода гсм в путевом листе	норма расход гсм путевой лист	0.999006509780884	учитывать расход гсм без путевой лист	6	5
как составить уведомление по енп с 01 октября 2023	5172478	9	561978	 С 1 октября 2023 года новые правила для уведомлений по ЕПН. Подробнее в материале https://www.gosfinansy.ru/#/document/16/140961/actual/	уведомление по енп на 01 октября	уведомление енп 01 октябрь	0.999428927898407	составлять уведомление енп с 01 октябрь 2023	7	4
За какой предыдущий период проводит ФНС при выездной проверке	341516	9	559083	Чтобы подготовиться к налоговой проверке, нужно предположить, что налоговики собираются проверять. Ссылка по вашему вопросу https://www.1jur.ru/#/document/16/140848/actual/	выездная налоговая проверка какой период могут проверить	выездной налоговый проверка какой период мочь проверять	0.997593641281128	какой предыдущий период проводить фнс выездной проверка	7	7
как изменится работа с эцп с 1 сентября 2023г	8530574	9	553819	В сентябре вступают в силу более 25 изменений: в путевых листах, медосмотрах, эксплуатации транспорта, налогах, СИЗ, ЭЦП и др. В справочнике – сравнение старых и новых правил, а также разъяснения, как работать в новых условиях. Подробнее в материале https://www.gosfinansy.ru/#/document/16/139888/actual/	что измениться с 1 сентября 2023г	изменяться с 1 сентябрь 2023г	0.0674477964639664	изменяться работа с эцп с 1 сентябрь 2023г	8	5
Добрый день, подскажите пожалуйста как сменить директора в ООО.	16210087	9	434296	Составить заявление о смене директора нужно по специальной форме № Р13014. Далее читайте https://www.1jur.ru/#/document/86/448385/actual/	как сменить директора ооо	сменить директор ооо	0.997687101364136	сменить директор ооо	3	3
